"code","name","sectionCode","sectionName","divisionCode","divisionName","groupCode","groupName","categoryCode","categoryName","browseCategory","industrialFacilityVerdict","industrialFacilityReason","industrialFacilityLegalBases","industrialFacilityNotes","knowledgeIndustryCenterVerdict","knowledgeIndustryCenterReason","knowledgeIndustryCenterLegalBases","knowledgeIndustryCenterNotes","searchKeywords"
"01110","곡물 및 기타 식량작물 재배업","A","농업, 임업 및 어업","01","농업","011","작물 재배업","0111","곡물 및 기타 식량작물 재배업","제조·바이오·그린","eligible","작물재배업 허용 그룹에 포함되는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","유전공학 및 바이오 연계 작물재배업이 허용됩니다.","eligible","지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용 | 산업집적법 시행령 제6조 제2항","","01110 | 곡물 및 기타 식량작물 재배업 | A | 농업, 임업 및 어업 | 01 | 농업 | 011 | 작물 재배업 | 0111 | 곡물 및 기타 식량작물 재배업 | 제조·바이오·그린 | 작물재배업 허용 그룹에 포함되는 코드입니다. | 지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다. | 유전공학 및 바이오 연계 작물재배업이 허용됩니다."
"13992","부직포 및 펠트 제조업","C","제조업","13","섬유제품 제조업; 의복 제외","139","기타 섬유제품 제조업","1399","그 외 기타 섬유제품 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","13992 | 부직포 및 펠트 제조업 | C | 제조업 | 13 | 섬유제품 제조업; 의복 제외 | 139 | 기타 섬유제품 제조업 | 1399 | 그 외 기타 섬유제품 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"13993","특수사 및 코드직물 제조업","C","제조업","13","섬유제품 제조업; 의복 제외","139","기타 섬유제품 제조업","1399","그 외 기타 섬유제품 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","13993 | 특수사 및 코드직물 제조업 | C | 제조업 | 13 | 섬유제품 제조업; 의복 제외 | 139 | 기타 섬유제품 제조업 | 1399 | 그 외 기타 섬유제품 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"13994","표면처리 및 적층 직물 제조업","C","제조업","13","섬유제품 제조업; 의복 제외","139","기타 섬유제품 제조업","1399","그 외 기타 섬유제품 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","13994 | 표면처리 및 적층 직물 제조업 | C | 제조업 | 13 | 섬유제품 제조업; 의복 제외 | 139 | 기타 섬유제품 제조업 | 1399 | 그 외 기타 섬유제품 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"13999","그 외 기타 분류 안된 섬유제품 제조업","C","제조업","13","섬유제품 제조업; 의복 제외","139","기타 섬유제품 제조업","1399","그 외 기타 섬유제품 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","13999 | 그 외 기타 분류 안된 섬유제품 제조업 | C | 제조업 | 13 | 섬유제품 제조업; 의복 제외 | 139 | 기타 섬유제품 제조업 | 1399 | 그 외 기타 섬유제품 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14111","남자용 겉옷 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1411","겉옷 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14111 | 남자용 겉옷 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1411 | 겉옷 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14112","여자용 겉옷 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1411","겉옷 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14112 | 여자용 겉옷 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1411 | 겉옷 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14120","속옷 및 잠옷 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1412","속옷 및 잠옷 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14120 | 속옷 및 잠옷 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1412 | 속옷 및 잠옷 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14130","한복 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1413","한복 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14130 | 한복 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1413 | 한복 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14191","셔츠 및 블라우스 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1419","기타 봉제의복 제조업","제조·바이오·그린","eligible","그린생산 제조 허용 그룹에 포함되는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","그린생산 관련 제조업이 허용됩니다.","eligible","지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용 | 산업집적법 시행령 제6조 제2항","","14191 | 셔츠 및 블라우스 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1419 | 기타 봉제의복 제조업 | 제조·바이오·그린 | 그린생산 제조 허용 그룹에 포함되는 코드입니다. | 지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다. | 그린생산 관련 제조업이 허용됩니다."
"14192","근무복, 작업복 및 유사 의복 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1419","기타 봉제의복 제조업","제조·바이오·그린","eligible","그린생산 제조 허용 그룹에 포함되는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","그린생산 관련 제조업이 허용됩니다.","eligible","지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용 | 산업집적법 시행령 제6조 제2항","","14192 | 근무복, 작업복 및 유사 의복 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1419 | 기타 봉제의복 제조업 | 제조·바이오·그린 | 그린생산 제조 허용 그룹에 포함되는 코드입니다. | 지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다. | 그린생산 관련 제조업이 허용됩니다."
"14193","가죽의복 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1419","기타 봉제의복 제조업","제조·바이오·그린","eligible","그린생산 제조 허용 그룹에 포함되는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","그린생산 관련 제조업이 허용됩니다.","eligible","지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용 | 산업집적법 시행령 제6조 제2항","","14193 | 가죽의복 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1419 | 기타 봉제의복 제조업 | 제조·바이오·그린 | 그린생산 제조 허용 그룹에 포함되는 코드입니다. | 지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다. | 그린생산 관련 제조업이 허용됩니다."
"14194","유아용 의복 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1419","기타 봉제의복 제조업","제조·바이오·그린","eligible","그린생산 제조 허용 그룹에 포함되는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","그린생산 관련 제조업이 허용됩니다.","eligible","지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용 | 산업집적법 시행령 제6조 제2항","","14194 | 유아용 의복 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1419 | 기타 봉제의복 제조업 | 제조·바이오·그린 | 그린생산 제조 허용 그룹에 포함되는 코드입니다. | 지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다. | 그린생산 관련 제조업이 허용됩니다."
"14199","그 외 기타 봉제의복 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","141","봉제의복 제조업","1419","기타 봉제의복 제조업","제조·바이오·그린","eligible","그린생산 제조 허용 그룹에 포함되는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","그린생산 관련 제조업이 허용됩니다.","eligible","지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용 | 산업집적법 시행령 제6조 제2항","","14199 | 그 외 기타 봉제의복 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 141 | 봉제의복 제조업 | 1419 | 기타 봉제의복 제조업 | 제조·바이오·그린 | 그린생산 제조 허용 그룹에 포함되는 코드입니다. | 지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다. | 그린생산 관련 제조업이 허용됩니다."
"14200","모피제품 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","142","모피제품 제조업","1420","모피제품 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14200 | 모피제품 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 142 | 모피제품 제조업 | 1420 | 모피제품 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14300","편조의복 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","143","편조의복 제조업","1430","편조의복 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14300 | 편조의복 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 143 | 편조의복 제조업 | 1430 | 편조의복 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14411","스타킹 및 기타양말 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","144","의복 액세서리 제조업","1441","편조 의복 액세서리 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14411 | 스타킹 및 기타양말 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 144 | 의복 액세서리 제조업 | 1441 | 편조 의복 액세서리 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14419","기타 편조 의복 액세서리 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","144","의복 액세서리 제조업","1441","편조 의복 액세서리 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14419 | 기타 편조 의복 액세서리 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 144 | 의복 액세서리 제조업 | 1441 | 편조 의복 액세서리 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14491","모자 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","144","의복 액세서리 제조업","1449","기타 의복 액세서리 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14491 | 모자 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 144 | 의복 액세서리 제조업 | 1449 | 기타 의복 액세서리 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"14499","그 외 기타 의복 액세서리 제조업","C","제조업","14","의복, 의복 액세서리 및 모피제품 제조업","144","의복 액세서리 제조업","1449","기타 의복 액세서리 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","14499 | 그 외 기타 의복 액세서리 제조업 | C | 제조업 | 14 | 의복, 의복 액세서리 및 모피제품 제조업 | 144 | 의복 액세서리 제조업 | 1449 | 기타 의복 액세서리 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"15110","모피 및 가죽 제조업","C","제조업","15","가죽, 가방 및 신발 제조업","151","가죽, 가방 및 유사 제품 제조업","1511","모피 및 가죽 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","15110 | 모피 및 가죽 제조업 | C | 제조업 | 15 | 가죽, 가방 및 신발 제조업 | 151 | 가죽, 가방 및 유사 제품 제조업 | 1511 | 모피 및 가죽 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"15121","핸드백 및 지갑 제조업","C","제조업","15","가죽, 가방 및 신발 제조업","151","가죽, 가방 및 유사 제품 제조업","1512","핸드백, 가방 및 기타 보호용 케이스 제조업","제조업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","15121 | 핸드백 및 지갑 제조업 | C | 제조업 | 15 | 가죽, 가방 및 신발 제조업 | 151 | 가죽, 가방 및 유사 제품 제조업 | 1512 | 핸드백, 가방 및 기타 보호용 케이스 제조업 | 제조업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
